pros_cons,label
salary is competitive they are willing to give you a 20 30 bump if you switch from microsoft technology is interesting in a few teams many teams like gps or trms do very mundane work though good career boost when you quit most people quit in only choose amazon if you have no other comparable option compensation package can be good but remember that you are trading more hours and peace of mind it s not a happy place to work everyone is trying to survive and get through their pile of work there are plenty of better places to work with better work environments and work life balance certain teams like gps and trms do really mundane work that no one really cares about no opportunity for career growth management can be inexperienced and ruthless a bad combination several people on my team were fired with no notice and questionable motives long work hours always on culture swim or sink culture you are responsible for your survival your managers and peers don t really care if you don t do well lot of churn people quit frequently or change teams offices are bare and depressing benefits just the bare minimum there are plenty of better choices only,at risk of leaving
many of your co workers will be intelligent funny people who are a real pleasure to work with and to get to know you ll be able to tell everyone you know that you work for apple which carries a certain respect with it your healthcare benefits package will be excellent you ll never have to use a pc at work first of all despite what you re told at hiring events and new employee training you don t really work for apple inc instead you work for apple retail which is for all intents and purposes an entirely different company there is little to no career connection between the two and retail employees are looked upon as second class citizens by corporate employees your chances of getting promoted from apple retail to apple corporate are no better than they would be if you worked for anywhere else in fact they might be worse the day to day routine of working for apple retail has some significant problems you can expect that your needs will always come second to the needs of the business in fact anytime you hear that phrase be prepared for the next sentence to describe how you re going to be screwed for example i m sorry joe but the needs of the business dictate that you can t take a vacation between october and february or june through september or well the needs of the business mean we can t give you a fixed schedule your schedule will be erratic you may work from 2 pm to 12 am on tuesday and be expected to come in at 8 am the following day if there s a product being launched iphone ipad etc you may be asked to work overnight to set up the store then come back in the next day and work another shift sometimes you re asked to work straight through during normal weeks your shifts will often be right in the middle of the day leaving you little time to accomplish anything before or after no scheduling preference is given based on seniority family considerations or any other factor any and all time off must be requested in writing often several months in advance but your schedule won t arrive until a few days before it goes into effect long stretches of the year are blacked out for vacation time due to the needs of the business favored employees will often be given a pass to take vacations during this time especially senior managers your coworkers will be neatly divided into two groups those who are able to rationalize any decision made by apple inc and those who understand the company for what it really is there will be many more of the former than the latter if you re a member of the relentlessly optimistic tribe you can probably do very well in apple retail if you re not be prepared to hear impromptu speeches about how apple products change and enrich people s lives and how amazing it is to work at apple many of these people will be older and some will have either failed at or quit other careers to sell computers for a few dollars above minimum wage which adds an undertone of desperation to their happy message if you find yourself in the less optimistic camp be prepared to be part of a very small minority and get ready to hear about it when you decide to speak your mind in fact don t speak your mind overall apple retail is a place that spends a lot of time and money to promote the idea that they really care about their employees one of the first things you re given when you re hired is the credo card which lays out all that apple retail stands for and believes in the very first line of the card is at apple our heart and soul is our people but what you ll come to realize over time is that apple retail doesn t care about you at all they care about making money and above all pleasing the customers and that s it if you hope to have a long successful and rewarding career at apple retail you d better really love retail for it s own sake loving the products isn t enough in time you ll grow to resent them you need to love all the complicated illogical arcane intricacies that make up the american retail model if you do you ll probably do very well at apple if not it won t be long before you ll be looking for a way out,at risk of leaving
great people that are smart and are capable of doing the position generous with relocation benefits very nice stock offerings the first week of training you meet 50 new managers and make some really good friends then 3 months later you attend planet of the ops and get to spend another fun week with the friends you made the first week overall it was a regrettable experience and only served to make me regret leaving my previous job and appreciate what i had before from the beginning i was lied to about what to expect and told things that enticed me to join them i had hoped working there was a great as being a customer after you get through their intensive interview process you will feel like it is a great place to be and that it is everything that you wanted in a job after they moved me and started at my sight i realized i had made a mistake that was only within the first 3 weeks of being there associates and mangers are treated as numbers your input is not regarded in any decisions and you must accept whatever senior management wants if you are a leader that cares about the people that work for you this is not the place to be everyone is treated as if they are disposable during my time there i saw approximately 30 managers leave from various levels that equated to an almost 30 40 loss in management with the losses no one was replaced and the work volume was dumped on those that remained when new managers are brought on they send them to a one week training at another facility with 50 other managers to prepare for your new job the week there is great but it truly does not prepare you for the madness that is to come every week they have 50 new managers in that training what does that tell you that they can hire 50 new managers every week and continue to always have open positions they will say it is all the opening of new fc s and constant promotion to higher levels but the reality is attrition i asked specifically during my interview and that is the response i got so if you have read all of this be careful what you wish for being employed there is not as great as being a customer,at risk of leaving
in management compensation is aggressive for people coming out of school as area managers the salary is high for a first job for professionals coming from another company field they tac on a robust signing bonus that gets baked into your salary for the first two years stock options vest after two years 4 day work week in most cases with 3 days off in a row benefits are good and on par with any good company a lot of opportunities for growth not necessarily as a leader but in position and pay if you play the game if you are willing to relocate which they will pay for and you are well liked you will get promoted simply because there is that much need because of the company s growth first i ll say that there is not a strong company culture so the experience can vary greatly depending on the senior leadership team of each site my experience is from oak4 which is literally the worst fc in the company to work based on employee surveys firstly job specific training was virtually non existent the first week of training is geared at showing you each part of the operations from the associate s perspective you will spend time actually doing each of the repetitive tasks that associates do every day the second week is leadership training but not for your specific role they just go over things like how to log on to vpn company videos and where to find certain resources after that the experience can vary i showed up to my site with no welcome and told to follow certain people for extended periods of time there was no circling back or review of learnings it was literally follow this person and pick up what you can there was not a big investment made many said it s because turnover is so high but i would argue the reverse that turnover is so high because of the lack of investment while the pay is good the 2 year bonus is there so that you have to aggressively try to move up there really isn t a place for someone that doesn t want to get promoted so keep it to yourself if that is your reality trust very few people and work to parlay it into a better opportunity within the first two years would be my advise after two years when the bonus runs out it won t be worth it get your first vest and be ready to move on the 4 day schedule can change quickly and fairly often with little notice some sites rotate it regularly on a schedule and some just change it based on needs most sites do front half sun wed and back half wed sat days and nights a lot of people don t like nights and most don t like back half but with both of those the crazy goes away a bit as a consolation prize the 4 day thing can temporarily go away at the drop of a dime if business needs says that there needs to be a 5th day senior leadership will make the call the lead time on this could be as little as a day and it could go on for weeks at a time same with longer shifts associates work 10 hours so as a leader expect an 11 12 hour norm due to pre shift and post shift meetings when the associates get put on mandatory 12 hour shifts naturally it extends the leaders to 13 14 hours this can be mitigated but not avoided even if you work very efficiently you will fall in this range if you don t it ll be even longer there is not much true leadership development development often is learning new things and becoming more of an expert about the operations however not much in the realm of real leadership development that will be transferable and helpful in your career after amazon obviously this depends a lot on your supervisor but it s not made important and therefore difficult to do even if the desire is there due to competing demands you will have to manage much more than you lead there is extreme micro managing and constant bullying managers get things done out of fear of consequences not of a true belief that what they are doing is the right thing the amount of unnecessary email communication is frankly ridiculous you will end up deleting over a thousand emails a day no exaggeration the important stuff is mixed in there so get control of that quickly through rules and email organization while it is possible to avoid the overwhelming volume often encourages people to log on often from home and get the emails sent to their phone it s a personal choice very low integrity in terms of reporting 80 of the people pencil whip 80 of the reports trying to do it the right way will extend your hours and add a lot of pressure from an hr perspective it s tough as well not a strong hr culture and i found that most of the people were just overmatched in terms of what they were asked to do it s pretty scary the things that went on from inappropriate relationships to flat out lies and integrity issues this was the scariest part of my experience as i felt that it could all come crumbling down,at risk of leaving
stability of company opportunity to try things you wouldn t elsewhere many different projects to switch between without needing to leave the company overly competitive for wrong reasons goals lots of fat incompetent people in leadership positions some teams have horrible culture driven by leaders,at risk of leaving
i got hired right out of college i would recommend any college graduate to start their career with amazon because it will teach you the work ethic you need to survive in the real world this work ethic will carry with you for the rest of your life and anything you do after amazon will be very easy to you you will work with very smart young leaders my gm was not even 30 and he had moved every couple years for a promotion opportunity there is a lot of growth if you are willing to come in everyday and work hard work week in the operations department is 4 days but i would say that i only worked 4 days 50 of the time i was at amazon during peak prime you are working 5 days in my building a lot of managers were leaving either getting promoted or quitting the company so most work week were 5 6 days 12 hours amazon also gives you a lot of flexibility on how to manage your people you get about 200 associates to manage and you can really set those relationships early on so that your shift can produce overall i had a good experience working for amazon i left because i found a better opportunity else where in terms of work life balance work life balance average work weeks are 50 60 hours and weekends are the busiest as it is with any retail sector culture everyone is a number to them from your associates to managers turnover is so high that anyone can be replaced after one year in my building i was the oldest manager intense work you are constantly on your feet while you are at work majority of the times i wouldn t even have time to eat lunch your ops mgr s wouldn t remind you to take lunch because they couldn t afford to lose you off the floor for even 5 minutes leadership your site lead gm changes every 6 months so everything that you have been working goes to trash once the new gm comes usually the gm doesn t know what they are doing so you go through a rough patch whenever their is change in leadership promotions if your building is doing bad as far as productivity goes you will never get promoted it took me over two years to get promoted from mgr i to mgr ii even though my peers which weren t good as me got promoted earlier in their careers because their building was doing good,at risk of leaving
great tools for programmers a lot of them are very proprietary but the concepts are there and the whole software ecosystem meshes together well some really smart people scattered throughout the company i ve learned a ton being here if you find the right team you can build products that customers love and have some say in how they re built if you find a small team that s missing say a project manager you get the chance to take on different roles the leadership principles while receiving a lot of scorn from some employees are awesome guiding principles for how to act they re burned into my brain for the rest of my life lots of crappy programmers blind leading the blind means many college hires get indoctrinated with bad practices here s your choice of teams small agile teams that are building cool products quickly massive orgs that have built themselves into corners and make every simple task take days to get right teams owning some of the oldest software in the company with crazy high attrition rates think avg 6 8 months teams that grew too fast and have 10 awful hacks for every good programmer causing nightmares for whoever s on call if you re looking to work at amazon you need to talk to the manager coworkers on the team you re being hired for if they look defeated and sad look elsewhere,at risk of leaving
compensation and benefits some projects you have to be very pushy to get the interesting work and work life balance if you have management support always had a sense of pride working at microsoft i worked nearly 10 years at microsoft and always looked forward with optimism to working with intelligent dedicated hard working coworkers leaders and on cool projects however i mainly i saw poor middle management dysfunctional teams constant re orgs back stabbing empire building and cost cutting that during my time i was reduced in force twice on two teams the first time i landed a new team and never left the company the second time i wasn t given such luxury despite getting 1s and 2s and promos over the last few years i left ms with a bitter feeling that i never found what i was looking for i met some very intelligent people but seemingly most had significant character flaws that were disastrous to building high performing teams what frustrated the most was the constant empire building and self preservation that occurred at middle and upper management levels basically what they tell you is just lip service to make you feel good but no substance not uncommon at big corporations so that shouldn t be a surprise before my second rif i had two teams interested in having me move but my last gm pleaded on two occasions that i not leave so thinking i was favored by him that would mean a brighter future so i stayed yet not 3 months later i was axed with 4 other coworkers best i could figure is that we weren t diversified enough to keep despite all being top team performers with important projects not sure who or how the layoff decision was made but from my perspective when you have common traits as far as gender race sexual orientation you don t stand a chance if you are in competition with the more uncommon folks working next to you even if they perform worse honestly 4 individuals on that team who could be classified as diverse had either delivered nothing of important in years stayed in the same role for many years or actually screwed up to cost the company money probably not an unusual situation at large corporations since meeting certain diversification requirements are important to someone up high so for me it s time to move on to a smaller company,at risk of leaving
benefits perks and pay are good most people are very nice facebook could have been a great place to work had it not been for the management in certain departments when half of the people in your group quit because they couldn t work for the new management there is a problem yet upper management seemed to not notice this there is no work life balance at facebook good luck getting time off as you don t have time to leave your desk to take a vacation or have a day off and don t have backups to support you so if you do get a day off your desk is piled with the work that didn t get done when you were gone,at risk of leaving
if you read previous reviews you will see several common themes 1 interns or junior people with no or limited experience usually write about quick learning yes you learn quickly at amazon as the amount of work that a regular employee usually gets is 2 4x more than at other more employee friendly companies in other words your learning process is a multiple of workload and time spent at work in addition you will have to catch things quicker because you will own your area of responsibilities which is a good thing if your previous experience and skillset qualify you to own that otherwise it is usually trial and error learning while amazon does not tolerate any errors in other words you will learn something but as soon as you make a mistake you will become history through the performance improvement process pip process the question is why you would not learn at another company at a slower pace with manageable workload and at least some training support instead of self learning through internal wikipedia and waiting in long lines to business intelligence office hours or something similar 2 some people write about good benefits if amazon is the only employer in small town it is probably true however in terms of base compensation it is usually below average the stock part of the compensation is deceptive given that the average employee retention period is now less than a year and you will need to work several years to fully vest that amount even if you literally survive at amazon all those years the amount of stock is still below the cumulative amount of annual bonuses that you can earn at other companies that require to work 60 100 hours per week e g investment banking and management consulting there are no other perks because of the frugality principal 3 some people also say hat it is good to have amazon brand on their resume many people who have never heard stories of their friends and relatives working at amazon believe that the company is as good to its employees as it is to its customers customer obsession is what drives recognition and appreciation of amazon s brand however whenever i speak with random people in seattle all of them tell me the same thing amazon is the least popular employer in the area it is famous for making its employees overwork and for its high turnover if you get an offer or you are in seattle area for your interviews go to a local grocery store or a coffee place and ask people there what they think about amazon i wish i did the same due diligence when i came to seattle for my interviews 4 innovative projects are something that some people also mentioned in previous reviews amazon is a laggard that usually does reverse engineering of consumer products that other more innovative companies pioneer the innovation part is how to make those products cheaper by using cheaper materials or reducing functionality 5 all those smart type a personality people at amazon is definitely a bundle of joy in particular when it comes of scarce promotion openings the value proposition of working with smart people is not to compete with them but to learn from them you will unlikely have a chance to have a mentor or have decent team work to learn from your peers as amazon culture is very individualistic mainly due to the ownership principle my key point here is that amazon is not a sustainable company as it is depleting not disrupting the fundamental levers of its business model 1 it is eroding prices at the expense of its short term profits and most importantly vendor s margins if you are a part of the company you are also responsible for that consumer paradise bubble in other words if you don t cut down trees in amazon forest the one in latin america you are still socially responsible 2 amazon is depleting talent a key factor to drive company s success the retention rate at amazon is most likely the lowest among all american and global companies there is no retention policy well thought promotion programs and succession planning moreover the company is constantly hiring people to more senior roles from outside not only to support its double digit growth but also to close a lot of vacancies i witnessed situations when my teammates quietly left on friday and on monday we found out that they had quit without saying any word to the rest of the team it never happened to me at any other company i worked the key question is when candidates start avoiding amazon the part of talent depletion is also a sexist attitude to women that is actually common among all technology companies there are very few women in general management roles including product management merchandising marketing hr design and administrative assistance are traditional places for relatively few women who work at amazon check it out on linkedin by typing for example amazon marketing and compare it with results of amazon product manager i personally joined as product manager hoping to develop new innovative products but for some reason my hiring manager gave me marketing merchandising type of responsibility without any prior consultation with me i also felt that if i had children it would be almost impossible to compete with my teammates all of whom were married men with housewives taking care of their children when i started having health issues after all nighters 100 hour work week and stress i was even punished for taking several hours off to see a doctor spent time with the 911 team and missing the deadline for submitting a non critical write up of a sop to my manager same band as me on friday night for 15 min 12 15 am instead of 12 00 am while being officially on a sick leave at a hospital i could not imagine of being a working mother at amazon and taking time off to attend a school event or staying at home to take care of my kids it was a definitely the most inhuman soul crashing experience that i have ever had in my 10 year career depleting talent also means a lack of trained managers although there are special trainings for new managers there is no upward feedback system or evaluation to keep management skills at a certain level most of managers hired externally are usually young in their mid late 20ies or early 30ies so they don t come with a lot of management experience moreover the ownership principle relieves manager s responsibility for subordinate s failure to some extent as amazon s ownership term is individual s not team s attribute 3 amazon s internal operations are inefficient the company is well known for counting seconds of associates movements and installing cutting edge robots in its warehouses to save pennies while its internal management reporting system is far behind of company s current state of development there are a lot of disintegrated legacy databases and tools that require manual work imagine thousands of amazonians writing the same sql queries and waiting for hours to get them completed in internal data warehouses instead of having dashboards with more frequently used queries and preloaded data that is available immediately the data management system and subsequent decision making are the biggest weakness of amazon it is probably why many amazonians work those crazy hours and where a significant part of amazon s profits invisibly drains in addition if you join amazon be ready with a lot of manual routine work regardless of where you are at a warehouse or at a global headquarters in seattle and what level of seniority you are at associate analyst or vp finally amazon will expect you to have bias for action that is often confused with a lack of prioritization do it now do it quickly as a result there are less strategic priorities well thought decisions and higher probability of mistakes those mistakes can be very expensive and they also have a significant indirect impact on the above zero company s profits finally amazon is obsessed with its customers but it is a one way street the company adopted a very reactive approach to communicate with its customers we noticed received one complaint from one single customer that you overpaid for this item on promotion here is your money back however when it comes to testing new product,at risk of leaving
decent pay easy to advance work went by fast benefits are good the warehouse is climate controlled fun people to work with nice lunchroom with lots of goodies in case you forget to bring lunch people cherry pick which is annoying because they take all the big boxes and leave you with the small one also hr is the worst especially at keeping up with paperwork they lost my sheet i put in for my one week notice now they say i quit unexpectedly and i can t be rehired,at risk of leaving
if you are a young single person very early in your career you will get paid double what you would elsewhere and learn a lot from smart colleagues just be sure to get out while it s your decision and before you burn out so you can take your knowledge and experience to a company with work life balance read the reviews on here they are an accurate cross section of experiences that show the reality of working at netflix and how entirely it depends on your manager or who gets fired or promoted and suddenly becomes your manager you will have zero life outside of work and even if you are someone who could never imagine being considered anything other than a top performer let alone getting fired recognize that you yes you will very likely be let go abruptly within your first year sometimes in a matter of weeks with no opportunity to improve at the sole discretion of your manager who him herself may or may not be competent or honest be sure that you can afford to live in whichever very expensive city you are relocating to with no income and are willing to explain a firing in your next job search political backstabbing is the order of the day the meeting culture is horrendous and symptomatic of an organization that is growing too rapidly and clutching desperately to a culture that doesn t scale ask anyone who has been at netflix in a leadership or cross functional position and they will tell you that they spend their entire day in meetings and then spend all of their nights and weekends at home trying to actually get work done and finally if you do survive beyond the first year don t expect pay progression they will happily offer you more than whatever you are getting in your current position to bring you in and then leave your pay stagnant for years if you were already over market,at risk of leaving
the only positive note is that you get great benefits and pay everything else if you have other offers reconsider overall ratings only applies to this job if you are career driven this job should only be accepted as your 1st job the structure of the organization and reputation makes it very hard to move around the company being in operations especially in this organization the role and the organization does not prepare you for a actual microsoft position unfortunately the organization being run by the director does not encourage the company s mantra or principles which has encouraged to leave the company on the plus side this organization is a staffed organization performing operational tasks dealing with contracts many of the employees in this organization are quite seasoned and are not proactive in providing change if you are a proactive person that likes to challenge the status quo this would be the perfect team to join make changes create value and also standout because no one in the organization makes the effort to do so very easy job to coast if you are looking for that however the operations services leadership team will limit your potential if you want to move to the flagship location and move upstream in the business after spending time in this role in reno it will take a long time,at risk of leaving
you have an opportunity to apply to switch ur shift or dept criteria applies and not many ppl get it but it happens only co that gives u 20 hrs of unpaid time off to use how whenever u want 4 times a year if ur terminated cause you went over your they hv no loyalty to any employee u can be at 115 rate all yr then b sick one week and will write u up without a care they find reasons to fire ppl who hv been there to long a yr cause they don t wanna pay out the 2 yr stock option or gv raises when they can just hire new person or temp for less to do the same thing it s been working for years they know what and why ppl don t make there rate so they put u in those type of situations on purpose h r and the h r phone holiness do not know or understand there policies they will read to u what u cld read urself and if u need more details no one knows they don t care about work life mngmnt they only want u to work extremely hard and fast and perfwct all day everyday make your very high numbers so customers are satisfied and mngr monthly bonuses are higher they time u everytime u go to the bathroom and how iften constintly looking to see where everyone is working and that they don t stop working while talking and don t lv there area they will change ur dept or shift with no warning and u can t do nothing about it no paid leave options all unpaid no workman s comp or unemployment cause they have safety rules they share daily and will blame it on u not bending right or stretching nobody cared about you your life emotional or physical issues as long as u make ur rate and quality ur fine,at risk of leaving
the work hours are good if you really need the money i ve worked at amazon for over a year now and i have to say that there are tons of downsides they act like the employees are robots so there expectations are high they work the employees too death like slaves breaks are the bare minimal its really hard to do different things or switch to a different department they don t have to give the employees 24 hour notice for mandatory overtime management is unorganized and some will even go out there way to get you fired human resources act like they can t help with anything if you have a emergency involving family it is really hard to take a leave and much more i would not recommend this job unless you really need the money,at risk of leaving
10 12 hour shifts meaning 3 or 4 days off to recuperate regroup from craziness only having to work 3 days is the best health insurance from day 3 negative vibes from 1 3 yr experience employees during onboarding process from day 1 they say they care but feels like its forced lie angry if you ask questions they are just looking for opportunities because they are unhappy where they are at their locations for example out of state minneapolis minnesota whatever msp 1 asking many of them they only got 1 3 years experience they set the tone and its hard breaking from their negativity many of them feel that if they come do this process of getting a new amazon up and running which many say they ve gotten a few up and running will lead to a golden ticket of better opportunities they seem angry they haven t got their big break threatened buy a new hire with more warehouse experience you have people with more experience as a new hire than these individuals and they dont even know they stuff stinks as new hires we compared what we were told or trained a lot of us felt we werent trained right or told things left out on purpose why train your competition how to the job correctly or even at all when you tell them that you were never told that they get offensive for instance an ambassador training we learned even our safety classes we all got different versions where some of us did every task at hand others didn t hearing each other notes and trying to help each other finding that none of us were on the same page at all we basically as new hires pulled from each other other decided to leave and some are talking about quitting now we as new hires have been trying to help each other and hearing that the ambassador trainer said the last group was not so great maybe because the new hire group prior did a lot of helping current new grew out so that they wouldnt have to go thru what we did chaos lack of motivation when they out of state training got us by themselves who says things like that in a leadership position again big bosses werent around so anything goes on professionalism right like with any job the powers that be those in charge are getting their info from these people not fact checking for instance trash was piling up at stations it was a new hire started pulling my trash while managers and trainer were discussing whose job was it cause they hire a company a new hire she mentioned and suggested take care of it asked where trash bags were as soon as she said that then there was concern only when a new hire brings it up but then msp 1 trainer jumps on board to help and take the intiative can t let this new hire out do him he presents it as his idea to bosses really starts telling hire ups he did this and that can get paid more to deal with a lot less in this area,at risk of leaving
easy to make friends when you re under fire all the time most peers want to support each other because everyone knows you get no help coming on board and yet are expected to get up to speed quickly you ll walk away feeling like you re always watching your back but in a twisted way it helps you clean up your act and become a better employee and happier person grateful for the next job that comes along after the amazon experience looks good on a resume there s much about amazon that can t be attributed to other tech organizations amazon succeeds at establishing a unique culture emphasis on cult recruiters get frustrated at not being able to get candidates to follow through with the interview process once their friends at amazon find out they are interviewing phone screens are a big part of senior sde s jobs because of the revolving door of employees on call rotation gets tighter because whenever someone is fired or leaves the team needs to bring newbies up to speed on call duties mean no outside activities 24 7 for one to two weeks unless you plan to take your laptop every place you go for this reason most people don t have a life outside amazon required to be online working on a problem within 15 minutes of being paged means you are tethered to your computer for about one quarter of your life new employees feel great about getting through the lengthy interview process but in a few short months realize what they ve walked into lots of turnover in general but especially in management many are just freshly minted mbas who have little management experience and want to prove themselves by being good yes men or henchmen often they blow it with good employees simply because of their incompetence at handling people some managers are technical project managers with no people skills who also lack sufficient technical skills to be good tech managers because they lack technical skills on par with their staff they can t participate in secondary on call rotation making the teams even more miserable the worst of the lot are managers with a little bit of technical knowledge who put on a good show managers rarely say thanks except to give credit to engineers who are self promoting often taking credit for ideas their peers came up with the more desperate someone is to hang on to their job the more they badmouth co workers to gullible managers easy to manipulate newbie managers by camping out in their offices and making yourself sound knowledgeable and important hard for managers to detect bs if they don t understand the work of the people they are managing that leads to some really bad decisions that create outages and miserable on call rotations meetings become shout fests hours of meetings are devoted to people talking about things they don t really understand hashing through screens full of data staring at graphs managers like to make you feel vulnerable and on your guard by picking on small things like the style or length or content of your email makes you want to keep quiet and keep your ideas and opinions to yourself the more vindictive managers will go into your interview transcripts yes they keep data on everything and record whatever you say during your interviews in order to throw things back at you later why is this worse at amazon because of the constant churn of management and staff average length of employment is 14 months stock isn t really worth anything because your starting salary is about 10 less than your current salary the recruiters will tell you that you ll catch up to your salary goal within two years but the reality is that you ll probably quit before then they count on that in fact if you quit before your first anniversary you will have to repay them a prorated amount of your signing bonus and all of your moving fees if they decide you are not a fit they will harass you until you leave so that you return the money and they don t have to pay unemployment compensation total reliance on data means that you can t make an intelligent argument stick unless you can come up with numbers but more often your opinions are dismissed because everyone thinks they and everyone else are too smart anyway politics are rampant say the wrong thing to an ambitious senior manager and you ll find yourself a target for the next culling,at risk of leaving
benefits immediately personal unpaid time given when in need to come to work late leave early or even miss a day etc no job security unfair work practices and harsh treatment of it s employees information needed to do your job daily varies between managers and if for any reason miscommunication becomes a issue and task can t be completed then the associate is left responsible they have this conveniently set up to make sure they can always have a reason to fire people you don t get your full breaks which is against the law we don t have a union and if we even think about trying to get one they will fire you this is also illegal doesn t matter if you work hard you ll be fired soon management will lie through their teeth and conveniently leave out information just to terminate you soon they will run out of people to rehire they will lie about performance they will lie about policy they lie about needing doctor forms for xy z just to keep your job they will make anything up then write you up for it do not fall for it once those benefits come you will never see them too much longer instead of training you in multiple departments to find a fit for you they expect you to excel in the position you re dictated to do human resources is also a huge joke they do not care about the employees at all if you are going to quit make sure you at least give one week of notice if you don t you can never work for amazon again you better hope you enjoy where you are placed because you are there for at least 90 days and cannot transfer into another department,at risk of leaving
only four pros some good customer interactions which can be fulfilling good benefits which is why i gave compensations benefits a 2 starting pay higher than minimum wage for those who have no education or experience and they pay for you to refer someone else to work at the store diversity by token only leadership routinely make discriminatory and derogatory remarks membership in a specific church more important than ability high turnover rate employees not valued unfair promotion practices pay raises are insulting with new hires valued more than tenured employees the 2 for compensations benefits isn t for pay sweatshop atmosphere pressure to take two and three customers at once and spend less time with each there is a disconnect between corporate values and actions on the store level while the customer should always be king little to no support in extremely difficult customer situations throwing employee under the bus requirement of journaling to leadership plus coaching feedback negate anonymity on surveys with those who leave a poor rating being targeted and forced to resign the best advice i can give to employees is to opt out of the survey unequal enforcement of policy leadership puts their personal benefit in front of customers and employees and frequently bump their repairs to the front of the repair line and cover repairs out of warranty,at risk of leaving
working from home is great no commute and little downtime the perks discounts and benefits are amazing customer service metrics are geared solely on the customer s satisfaction with your service however customers leave feedback about apple services products as well as issues regarding connectivity within chat that are outside of your control your measurement of success is not based solely on your performance in rectifying an issue or providing accurate knowledge your measurement of success is not based solely on your demeanor and handling of the customer as a result metrics are skewed and regardless you are held accountable for performance of these metrics additionally management seems to be lead to or trained to make you believe that all accountability for metrics is based solely on your performance i have worked with apple for two years plus now and simply cannot understand this method management will use scare tactics to make you believe that your job security is at risk while stats are low even if all dissatisfied surveys are based only on the disconnection of the chat before you even get to speak with the customer which is out of your hands ultimately management is also untrained in the use of apple products and doesn t seem to have any positioning statements or training that help you to improve your performance at the end of the day i have been ultimately dissatisfied with my experience in this position and i m actively looking for a position elsewhere i ve seen a lot of turn over and as just an example my entire team has changed during my stay at applecare i have tried to apply for other positions which i am more than qualified for several times but never get a response,at risk of leaving
